sentence,sentiment
upm stock fell 3 percent to euro 12 49 17 24 in early afternoon trading in helsinki,2
bse to begin charging for currency derivatives trade,0
fb popping up to hod,1
operating profit for the nine month period decreased from eur19 9 m while net sales increased from eur155 7 m as compared to the corresponding period in 2007,2
u s based t corp is in talks with scandinavian telecoms company teliasonera to sell its stake in uzbek cellular operator coscom an executive at coscom told interfax,0
the planned facility estimated to cost around 814 million would be the largest biodiesel plant in the world and use palm oil certified by the roundtable on sustainable palm oil rspo,1
wabag net profit slips despite a 34 revenue jump,2
we are pleased to invite you to join m real s international conference call at 3 00 p m eet,0
welspun corp soars 9 on robust q2 earnings,1
it delivers a different user experience and enables us to widen the market we can address,1
50 oil is already here,0
natco pharma rallies on strong q4fy15 results,1
the acquisition is part of ramirent s strategy to strengthen its position in selected locations,1
ranbaxy poor business outside india hurts numbers,2
exporters gain on us fed s optimism,1
hopes of rate cut good q3 lift sensex to a new high,1
hero motocorp appoints sanjay jorapur as chief hr officer,0
stuk today is a full service house expert in radiation and nuclear safety issues,0
choose from a giant countdown with red head or rainbow trout or the giant shad rap in perch color,0
grasim net falls 59 on lower sales,2
silver demand could fall 7 per cent in 2014 report,2
sebi probe maharishi vedic firm says not into public deposits,0
persistent net up 37 pc at rs 57 cr revenues rise 19,1
niit tech reports over 70 per cent jump in net profit at rs 68 2 crore,1
sell cesc ltd with a target of rs 587 ashwani gujral,2
harsha viji is deputy md of sundaram mf,0
bata india q4 net soars 35 39 stock up,1
few levers of growth for hindustan unilever in near term,0
indian clearing corp goes in for rs 340 crore insurance cover,0
colgate appoints issam bachaalani as managing director with effect from october 1,0
kotak mutual fund appoints harsha upadhyaya as equities head,0
buy zee entertainment with a target of rs 295 ashwani gujral,1
tv18 broadcast q4 profit at rs 95 47 crore,0
the company aims to maintain this trend in profitability during the current year,1
why put up costly cell phone towers in thinly populated areas when a few balloons would do,0
the terms of the transactions remained undisclosed,0
900 950 ideal for entering tcs technical trends,1
global oil prices slide rout undeterred by us jobs data,2
v guard looks promising nimbus wealth management,1
it is sensexs third worst samvat in a decade,2
delta corp shares up on resort buy,1
most nifty 50 companies to project sluggish growth turnaround at least two quarters away,2
sector rotation will ensure the nifty remains up ashwani gujral,1
hong kong shares fall but post quarterly gains,2
why tech stocks are trending again,0
essar oil slumps 6 4 per cent below delisting floor price,2
in the second quarter of 2010 the group s pretax loss narrowed to eur 400 000 from eur 600 000,1
rei agro slumps over 6 on media report about rbi queries,2
sell exide industries ltd with a target of rs 113 mitesh thacker,2
asian stocks tread water ahead of us jobs data,0
bombay stock exchange suspends trading in 49 companies,0
andhra chilli turns hotter exports hit,2
viom networks pushes back ipo plans to april 2016 as market turn sluggish,2
sentiment in government bond market turns bearish,2
profit booking grips sensex top ten stocks in focus,2
the profit after taxes was eur 57 7 11 1 million,0
public services will also be available,0
menthol rises on buying support,1
spain s caixabank expects to close deal for banco bpi,1
hold aditya birla nuvo with a stoploss at rs 1 700 vijay bhambwani,0
again the most significant sales increase of 18 6 was in russia,1
recent correction should bring back foreign investors to india,0
slump in weir leads ftse down from record high,2
markets may correct this week buy on dips looks a safe play,1
finnair plc carried a record 8 8 million passengers in 2006 an increase of 3 5 percent on the previous year the finnish national carrier reported tuesday,1
volkswagen shares slump a look at volkswagen s emissions crisis,2
hatson agro registers net profit of rs 13 89 crore in q1,0
i m liking the price action in swks currently 21 80 my target 24 00 before year end,1
gail q2 pat beats estimates at rs 1303 crore stock at 52 week high,1
ambit capital appoints saurabh mukherjea as head of equities,0
groundnut oil soars 35 creates record,1
china markets calm in thin trade,0
adpnews dec 23 2009 norwegian financial services group sparebank 1 gruppen as osl sbgrp said its board of directors appointed today jarle haug managing director of its claims collection subsidiary sparebank 1 gruppen finans,0
praj might bounce back if the market permits deepak mohoni,1
rbi s rate cut more money may chase fixed income products now,0
shreyas shipping q1 net dips 57 46,2
the repayment of eur 105 million debenture bonds is related to the company s previous announcement on october 21 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bonds,0
global markets feel winter chill as uncertainties rise,2
jk paper reports q4 net profit at rs 18 07 crore,0
diageo stock surges on news of takeover by brazillian billionaire jorge paulo lemann,1
finnair said that the cancellation of flights would cause daily losses of x20ac 2 5 million us 3 million,2
d street shakeup may be triggered by msci rejig,0
i am pleased that bjorn wahlroos has accepted the nomination,1
chilli teja futures hit lower circuit plunges 4,2
the acquired business main asset is a mobile authentication and signing solution branded as tectia mobileid which provides authentication to web e mail ssl vpn ms sharepoint tectia secure solutions and other applications and resources,0
pretax profit rose to eur 0 6 mn from eur 0 4 mn in the corresponding period in 2005,1
november 05 2013 mecklai financial report on rupee,0
adpnews feb 3 2010 finland based steel maker rautaruukki oyj hel rtrks or ruukki said today it slipped to a larger than expected pretax loss of eur 46 million usd 64 5 m in the fourth quarter of 2009 from a,2
msci launches low carbon emission fossil fuel reserve indices,0
re nears 2 year high on strong fund inflow hopes,1
raymond slips post drop of 86 in q2 profit,2
interglobe aviation to list its shares tomorrow,0
aap effect ril slips below rs 800 expert gets bearish,2
india cements posts rs 31 crore net loss in january march quarter,2
charting technicals investors can expect a multi year bull run in wipro,1
london marketwatch nokia nok said it s won a five year services contract to run hutchison essar s network operations in nine locations in india,1
in the building and home improvement trade net sales totalled eur 1 173 mn down from eur 1 566 mn a year earlier,2
manpasand ipo hits market today should you buy what analysts say,0
city union bank q3 net profit up 4 54 to rs 89 09 crore,1
firm 28 october 2009 finnish lifting equipment maker konecranes oyj hel kcr1v said today it acquired us machine tool solutions unlimited in cincinnati ohio for an undisclosed sum,1
tax worries drag rupee to over one month low,2
28 january 2011 finnish technology center operator technopolis oyj hel tps1v said today it will invest eur22 5 m in the construction of the second phase of an office facility in tampere,0
vc pe firms line up 1bn for green energy,0
hdil md sarang wadhawan sells 26 lakh shares of company,2
auto majors will continue to outperform ashit suri,1
